,name,region,Published,End
321,Excess Worker's Compensation Insurance,Maryland,07/01/2021,07/14/2021
322,OCS Pole Replacement,Louisiana,07/01/2021,07/07/2021
323,SUD Adult Residential Treatment and Withdrawal Management Services,California,07/01/2021,07/14/2021
324,INFORMAL - GENERAC GENERATOR FOR TBT CMAIN,Texas,07/01/2021,07/14/2021
325,New Braintree Grade School - Elevator Repair,Massachusetts,07/01/2021,07/22/2021
326,St. Charles Streetcar Line: Downtown Loop Pavement Replacement Phase 2,Louisiana,07/01/2021,07/07/2021
327,Ombudsman services (various islands),Hawaii,07/01/2021,07/13/2021
328,Substance Use Services Recovery Housing,California,07/01/2021,07/13/2021
329,RELOCATION SPECIALIST,New Jersey,07/01/2021,07/09/2021
330,Pavement Markings—2021,Illinois,07/01/2021,07/13/2021
331,Outer Belt West Watermain Looping,Illinois,07/01/2021,07/13/2021
332,CENTER BUILDING CUPOLA REPAIRS,Texas,07/01/2021,07/14/2021
333,Architects to assist the City in the design and construction cost estimating for the total interior remodeling of our existing City Hall,Illinois,07/01/2021,07/21/2021
334,Rollin Hills Subdivision Street Improvements Phase 1,Illinois,07/01/2021,07/13/2021
335,O'Fallon Family Sports Park - Field Lighting,Illinois,07/01/2021,07/12/2021
336,Rollin Hills Storm Sewer Project,Illinois,07/01/2021,07/13/2021
337,Armed Car & Money Transport,Maryland,07/01/2021,07/13/2021
338,Armed Car & Money Transport Services,Maryland,07/01/2021,07/13/2021
339,Armed Car & Money Transport Services,Maryland,07/01/2021,07/13/2021
340,Furnish and Deliver Liquefied Petroleum Gas,Hawaii,07/01/2021,07/12/2021
341,RFQ Annual Financial Audit Services,Arkansas,07/01/2021,07/12/2021
342,Classroom Furniture,Georgia,07/01/2021,07/08/2021
343,INFORMAL - Fill-Rite 12 volt 15 GPM 1/4 HP fuel transfer pump BCT PRT 2567,Texas,07/01/2021,07/08/2021
344,"FURNITURE, MISCELLANEOUS",Texas,07/01/2021,07/07/2021
345,"Fasteners, Stainless and Galvanized, Term Agreement",Maryland,07/01/2021,07/09/2021
346,APPLIANCES AND EQUIPMENT,Texas,07/01/2021,07/07/2021
347,RDS TRANSFER FUEL TANK FOR UNIT 2136 BCT PRT 2566,Texas,07/01/2021,07/08/2021
348,One Sole Source Justification for New Freedom Recovery Center Juvenile Program,Washington,07/01/2021,07/07/2021
349,TOWING OF DESIGNATED JUNK VEHICLES,Hawaii,07/01/2021,07/06/2021
350,Tree removal/trimming for 1 tree at Kessler Park (town square) and 1 tree by Vermont Ballpark,Illinois,07/01/2021,07/06/2021
351,POLICE VEHICLE GRAPHICS IMAGE PACKAGE AND INSTALL ON POLICE VEHICLES,Alabama,07/01/2021,07/21/2021
352,Section 21-00000-00-GM,Illinois,07/01/2021,07/19/2021
353,Routine and Storm Related Wood Waste Processing,Nebraska,07/01/2021,07/16/2021
354,Benefits Broker Services,Washington,07/01/2021,07/16/2021
355,EZ Flats-presorted discounts on first class mail,Utah,07/01/2021,07/15/2021
356,Levee Maintenance,Louisiana,07/01/2021,07/16/2021
357,First Class Letter U of U Applies Postage Mail Expenses,Utah,07/01/2021,07/15/2021
358,J.T. McWilliams Elementary School - Field Replacement,Nevada,07/01/2021,07/08/2021
359,Asphalt Overlay – District 1,Oklahoma,07/01/2021,07/13/2021
360,Biostatistics support and consulting for HMHI,Utah,07/01/2021,07/07/2021
361,ACC TRANSPLANT BUILDOUT - DESIGN,Utah,07/01/2021,07/13/2021
362,Corneal Storage Media - Utah Lions Eye Bank,Utah,07/01/2021,07/08/2021
363,Catering & Base Camp Services,Louisiana,07/01/2021,07/16/2021
364,Levee Breach Repairs,Louisiana,07/01/2021,07/16/2021
365,Portable Biosolids Dewatering System,Michigan,07/01/2021,07/14/2021
366,NON-INSTRUCTIONAL SUPPLIES COPIER PAPER,Louisiana,07/01/2021,07/15/2021
367,Route TR 176 & TR 271 County Macon Sectior 20-00312 00-GM,Illinois,07/01/2021,07/15/2021
368,ONE (1) 2021 TRAILER,Illinois,07/01/2021,07/13/2021
369,ONE (1) 2021 VACUUM EXCAVATOR,Illinois,07/01/2021,07/13/2021
370,Request for Proposals: Automated Traffic Enforcement System,Ohio,07/01/2021,07/12/2021
371,Material Proposal. Section 22-00000-00-GM,Illinois,07/01/2021,07/06/2021
372,Liquid Fuel System Upgrades -Fuel System Installation,Illinois,07/01/2021,07/07/2021
373,Global Community High School and Global Intake Center,Nevada,07/01/2021,07/27/2021
374,Forestry Management Plan,Michigan,07/01/2021,07/16/2021
375,Oil Spills & Other Hazardous Material Clean-Up Services,Louisiana,07/01/2021,07/16/2021
376,Sewer Collection System - Phase 2 and 3,Tennessee,07/01/2021,07/15/2021
377,HUEY P. LONG BRIDGE WIDENING (EAST AND WEST APPROACHES),Louisiana,07/01/2021,07/15/2021
378,Route TR 5 (School Rd.) Countv Macon Section 16-01123-00-BR,Illinois,07/01/2021,07/15/2021
379,State Wide - Building Security Updates,Tennessee,07/01/2021,07/14/2021
380,Baker Community Center Site Improvements,Illinois,07/01/2021,07/21/2021
381,Public Address System Replacement,Minnesota,07/01/2021,08/04/2021
382,East Harbor Culvert Repair and Eagle Neck Creek Salt Marsh Restoration Project,Massachusetts,07/01/2021,08/10/2021
383,DEL MAR HIGH SCHOOL ASPHALT RESURFACE,California,07/01/2021,07/20/2021
384,CONSULTING SERVICES RELATED TO THE CREATION OF A MASTER PLAN & MASTER PLAN REEXAMINATION REPORT,New Jersey,07/01/2021,07/20/2021
385,2021-​22A Road Gravel Bid Pack,Michigan,07/01/2021,07/21/2021
386,O&M HVAC Installation,Rhode Island,07/01/2021,07/21/2021
387,Central Shop Re-Roof Project,Washington,07/01/2021,07/20/2021
388,DEMOLITION at 3909 NE 65th STREET,Washington,07/01/2021,07/21/2021
389,Wallace 3rd Floor Renovation,Iowa,07/01/2021,07/15/2021
390,Equipment Reliability Program,Iowa,07/01/2021,07/08/2021
391,Security Radios - MS Purchase,Missouri,07/01/2021,07/09/2021
392,Laptops,Massachusetts,07/01/2021,07/14/2021
393,HVAC Replacement & Renovations at Haltom High School,Texas,07/01/2021,07/20/2021
394,HIGH SPEED PRODUCTION MICROFILM SCANNER,California,07/01/2021,07/15/2021
395,Route f-AS 551 (County Highway 27) County Macon Section 16-00281-00-BR,Illinois,07/01/2021,07/15/2021
396,41 BOXES OF GBS 20 PT FOLDERS,Iowa,07/01/2021,07/08/2021
397,Concrete and Portland Cement Concrete (PCC) Pavement Rehabilitation Services – District 7,Georgia,07/01/2021,07/20/2021
398,Eat Well on 4 Dollars a Day Cookbook for Public Health,Iowa,07/01/2021,07/15/2021
399,Propane Vaporizer,Massachusetts,07/01/2021,07/15/2021
400,Sign and Sign Component (Structures) Maintenance – District 7,Georgia,07/01/2021,07/20/2021
401,Pavement Preservation and Maintenance Services – District 4,Georgia,07/01/2021,07/20/2021
402,Renovation of Public Safety Men's Locker Room Showers,New Jersey,07/01/2021,07/20/2021
403,Public Relations Services,Illinois,07/01/2021,07/16/2021
404,Bandoni Drive Drainage Improvements,New Mexico,07/01/2021,07/16/2021
405,Milk Products,Illinois,07/01/2021,07/15/2021
406,"Food Products, Canned Goods",Illinois,07/01/2021,07/15/2021
407,Custodial Supplies,Illinois,07/01/2021,07/15/2021
408,2021 Invitation for Source Water Grant Proposals,Nebraska,07/01/2021,07/14/2021
409,Bakery Goods,Illinois,07/01/2021,07/15/2021
410,SEWER SERVICE CONNECTION FOR 430/436 MAIN STREET,Massachusetts,07/01/2021,07/15/2021
411,SALE OF MUNICIPAL PROPERTY,Wyoming,07/01/2021,07/08/2021
412,SOIA Lift Station Improvements Study - 2214 Washington Street,Nebraska,07/01/2021,07/14/2021
413,City of Omaha - Roof Replacement for 3819 North 24th Street,Nebraska,07/01/2021,07/14/2021
414,Repairs to City of Keller Buildings 2021,Texas,07/01/2021,07/07/2021
415,RFP Design,Massachusetts,07/01/2021,07/14/2021
416,Dairy products,Illinois,07/01/2021,07/14/2021
417,Bakery products,Illinois,07/01/2021,07/14/2021
418,Red Light Photo Enforcement System 2021,Pennsylvania,07/01/2021,Not Stated
419,Refuse removal,Illinois,07/01/2021,07/14/2021
420,MILK and ORANGE JUICE,Illinois,07/01/2021,07/13/2021
421,PUBLIC WORKS DUMP TRUCKS,Illinois,07/01/2021,07/14/2021
422,FIRE EXTINGUISHER SERVICES,Illinois,07/01/2021,07/13/2021
423,BREAD and BUNS,Illinois,07/01/2021,07/13/2021
424,TOWN OF WEYMOUTH - Round II (PEHO-2) Notice of Funding Availability (NOFA),Massachusetts,07/01/2021,07/09/2021
425,Douglas County - Towing Services for Non-County Vehicles,Nebraska,07/01/2021,07/13/2021
426,City of Omaha - Rubbish Container Service for Papio Creek Water Resource Recovery Facility,Nebraska,07/01/2021,07/14/2021
427,Douglas County - Dietary Paper and Plastic Items,Nebraska,07/01/2021,07/14/2021
428,108th Street and West Center Road Pedestrian Bridge North Pier Repair,Nebraska,07/01/2021,07/14/2021
429,DTA 526 East Bivouac,Alaska,07/01/2021,Not Stated
430,Gretna Common School Window Rehabilitation,Florida,07/01/2021,07/16/2021
431,City of Omaha - Liquid De-Icing Material (2021),Nebraska,07/01/2021,07/14/2021
432,2021 Diamond Grinding - Package 1,Nebraska,07/01/2021,07/14/2021
433,City of Omaha - Tuck-Pointing and Caulking for 3819 North 24th Street,Nebraska,07/01/2021,07/14/2021
434,Downtown Bicycle Pedestrian Circulation Improvements,Washington,07/01/2021,07/14/2021
435,Environmental Services for MS4 Requirements On-Call- CN: U900223-Federal Funding,New Mexico,07/01/2021,07/13/2021
436,RADIO TOWER GENERATOR MRO,Alabama,07/01/2021,07/13/2021
437,Double sided full color LED sign at Central High School,Illinois,07/01/2021,07/12/2021
438,Painting Services,Tennessee,07/01/2021,07/09/2021
439,Shelving,Alabama,07/01/2021,07/14/2021
440,Statewide Landscape Architectural for Environmental On-Call,New Mexico,07/01/2021,07/13/2021
441,Asbestos Abatement for Electric Room (former coal room),Illinois,07/01/2021,07/12/2021
442,"Installation, Repair and Maintenance of Fencing",Georgia,07/01/2021,07/20/2021
443,Tables & Chairs for Conferencing & Events,Kentucky,07/01/2021,07/13/2021
444,Design Build – Riverview Ice House,Illinois,07/01/2021,07/21/2021
445,Sign and Sign Component (Structures) Maintenance – District 7,Georgia,07/01/2021,07/20/2021
446,Firefighting Protective Wear,Arkansas,07/01/2021,07/20/2021
447,DSMES Capacity Building for Cultural Competency,Maryland,07/01/2021,07/20/2021
448,Edgewater Tower Lighting System,Florida,07/01/2021,07/20/2021
449,GROUP 4 DEMO: 3440 Winesap Way,Georgia,07/01/2021,07/08/2021
450,"Abilene State Park, Austin County, Texas — Pool Complex Roof Replacement",Texas,07/01/2021,07/20/2021
451,HUNTING & FISHING LEASE,Mississippi,07/01/2021,07/20/2021
452,Demolition of Unsafe Buildings – Group 4 1952 Second Avenue,Georgia,07/01/2021,07/08/2021
453,Barack Obama School Outdoor Classroom,Illinois,07/01/2021,07/14/2021
454,GROUP 4 DEMO: 1732 Twelfth Street,Georgia,07/01/2021,07/08/2021
455,Lester Crawl Primary Center Expansion/Renovation Project Phase 2,Illinois,07/01/2021,07/13/2021
456,GROUP 4 DEMO: 1529 Shoreline Drive,Georgia,07/01/2021,07/08/2021
457,GROUP 4 DEMO: 1549 South Atlantic,Georgia,07/01/2021,07/08/2021
458,"Inks Lake State Park, Burnet County, Texas — Haz Mat Removal and Demolition of Golf Course Pro Shop",Texas,07/01/2021,07/20/2021
459,Chemical Scales,Missouri,07/01/2021,07/20/2021
460,"500,000 Gallon Spheroid (Rte. 25) Exterior Repaint with Containment Wet Interior Repaint Dry Interior Partial Repaint And Miscellaneous Repairs",Illinois,07/01/2021,07/20/2021
461,GROUP 4 DEMO: 1958 Second Avenue,Georgia,07/01/2021,07/08/2021
462,Community Center Court Resurfacing Rebid,Connecticut,07/01/2021,07/20/2021
463,New Maintenance Building,Illinois,07/01/2021,07/13/2021
464,Concrete On-Call Services,Tennessee,07/01/2021,07/15/2021
465,GROUP 4 DEMO: 1120 Mercier Street,Georgia,07/01/2021,07/08/2021
466,GROUP 4 DEMO: 1822 Mills Street,Georgia,07/01/2021,07/08/2021
467,GROUP 4 DEMO: 1537 Picquet Avenue,Georgia,07/01/2021,07/08/2021
468,Purcahse of New/Unused Right Angle Gear Drives,Louisiana,07/01/2021,07/15/2021
469,GROUP 4 DEMO: 1511 Picquet Avenue,Georgia,07/01/2021,07/08/2021
470,Disadvantaged Business Enterprises (DBE) for the City of Elgin's Lead Water Service Line Program - 2021 Improvements,Illinois,07/01/2021,07/17/2021
471,M-106 Shoulder Reconstruction Project,Michigan,07/01/2021,07/14/2021
472,"ALEWIFE GARAGE INFRASTRUCTURE REPAIRS: MEP, LIFE SAFETY & ACCESSIBILITY",Massachusetts,07/01/2021,07/22/2021
473,GROUP 4 DEMO:1645 Mills Street,Georgia,07/01/2021,07/08/2021
474,GROUP 4 DEMO: 1955 Olive Road,Georgia,07/01/2021,07/08/2021
475,Environmental Laboratory Services,Tennessee,07/01/2021,07/20/2021
476,Vegetation Removal & Litter Pickup - Robeson,North Carolina,07/01/2021,07/21/2021
477,GROUP 4 DEMO: 1839 Blairs Lane,Georgia,07/01/2021,07/08/2021
478,GROUP 4 DEMO: 21747 Martin L King Jr Boulevard,Georgia,07/01/2021,07/08/2021
479,Notice Inviting Bids for Arsenic Analyzers,California,07/01/2021,07/29/2021
480,Citywide Risk Assessment and Annual Work Plan,California,07/01/2021,07/29/2021
481,GROUP 4 DEMO: 1841 Blairs Lane,Georgia,07/01/2021,07/08/2021
482,Carl Gray Park Phase 2,Florida,07/01/2021,07/30/2021
483,GROUP 4 DEMO: 4132 Markwalter Road,Georgia,07/01/2021,07/08/2021
484,GRANT WRITING/ADMINISTRATIVE & RELATED GRANT SERVICES,Georgia,07/01/2021,07/29/2021
485,GROUP 4 DEMO: 1565 Holley Street,Georgia,07/01/2021,07/08/2021
486,LITTER FENCE ALONG HILL AIR FORCE BASE FENCE LINE,Utah,07/01/2021,07/29/2021
487,GROUP 4 DEMO 307 Barrow Drive,Georgia,07/01/2021,07/08/2021
488,"20th Street NW Reconstruction, From 2000 West Bay Drive To 651 20th Street NW",Florida,07/01/2021,07/29/2021
489,Vegetation Removal & Litter Pickup - Cumberland & Harnett,North Carolina,07/01/2021,07/21/2021
490,FURNITURE – E. W. CHITTUM ELEMENTARY SCHOOL,Virginia,07/01/2021,07/29/2021
491,Curbside Roll-Out Garbage Collection for Residents in the Canutillo and East Montana Areas of the County of El Paso,Texas,07/01/2021,07/29/2021
492,NCSU - Equine CT Room Renovation - College of Veterinary Medicine Main,North Carolina,07/01/2021,07/21/2021
493,WALDEN COURT STORMWATER BIORETENTION POND,Pennsylvania,07/01/2021,07/21/2021
494,Generator Replacement Project,Illinois,07/01/2021,07/21/2021
495,TRAFFIC MARKING SUPPLIES AND GLASS BEADS,New Jersey,07/01/2021,07/20/2021
496,Wall-Mount Air Conditioners,Missouri,07/01/2021,07/06/2021
497,MINI MESSAGE BOARD SIGN & TRAILER,Alabama,07/01/2021,07/20/2021
498,Village Green South Condominium Improvements,Illinois,07/01/2021,07/20/2021
499,"Demo of 1206 E High St, 1323 Gordon Ct, and 712 Adams St.",Missouri,07/01/2021,07/20/2021
500,2021 Parking Lot Improvements,Illinois,07/01/2021,07/15/2021
501,2020 Storm Drain Improvement Project,California,07/01/2021,07/29/2021
502,Georgia Correctional Industries Cuff Port Model # 3069931SC-PIE (or equal),Tennessee,07/01/2021,07/20/2021
503,"MA - FIRE EXTINGUISHER INSPECT., MAINT. & REPLACEMENT",Alabama,07/01/2021,07/19/2021
504,Elm Street Lane Line Pavement Markings,Missouri,07/01/2021,07/13/2021
505,Tourism Research Consultant - Annual,Florida,07/01/2021,07/16/2021
506,"Material For Streetlight Projects 670, 716, and 780",Missouri,07/01/2021,07/13/2021
507,WATERMAIN EXTENSION TIMBERLAKES UNIT F,Illinois,07/01/2021,07/16/2021
508,Engineering Services for McSorley Creek Shoreline & Estuary Restoration Project,Washington,07/01/2021,07/29/2021
509,"Marketing, advertising, and branding services Commerce",Alabama,07/01/2021,07/16/2021
510,Document Scanning and Retrieval System,North Carolina,07/01/2021,07/15/2021
511,Real Estate Consulting Services,Georgia,07/01/2021,07/16/2021
512,OIL,Missouri,07/01/2021,07/09/2021
513,Carpet Installation Conference Rooms - APLS (BID),Alabama,07/01/2021,07/15/2021
514,Microfiche Conversion to Digital,North Carolina,07/01/2021,07/15/2021
515,Precast Panel Replacement,Wisconsin,07/01/2021,07/29/2021
516,MARGARINE AND SHORTENING,North Carolina,07/01/2021,07/15/2021
517,Corrugated Aluminized Pipe,North Carolina,07/01/2021,07/15/2021
518,Window Washing Service,Connecticut,07/01/2021,07/15/2021
519,911 Sanitary Replacement,Pennsylvania,07/01/2021,07/14/2021
520,Spot Litter Pickup on Roadways in the Churchville Shop Area in Harford County,Maryland,07/01/2021,07/29/2021
521,PRINTING: NH Visitors Guidebook,New Hampshire,07/01/2021,07/06/2021
522,CDBG-I Engineering Services,North Carolina,07/01/2021,07/16/2021
523,USC Aiken Student Memorial Garden,South Carolina,07/01/2021,07/29/2021
524,BASKETBALL COURT SURFACE REPAIR AND COLOR COATING,Illinois,07/01/2021,07/14/2021
525,"Install Thermoplastic Pavement Markings at Various Locations in Anne Arundel, Calvert, Charles and St. Mary's Counties",Maryland,07/01/2021,07/29/2021
526,UC SHIP Student Insurance Waiver & Eligibility Administrative Services RFP,California,07/01/2021,07/28/2021
527,Application of Herbicides at Various Locations for the Fairland Shop in Montgomery County,Maryland,07/01/2021,07/29/2021
528,"Install, Remove, and Replace Miscellaneous Concrete Work at Various Locations in Dorchester, Somerset, Wicomico, and Worcester Counties",Maryland,07/01/2021,07/29/2021
529,Reinforced Concrete Pipe,North Carolina,07/01/2021,07/14/2021
530,Bohemia River State Park Bohemia House HVAC,Maryland,07/01/2021,07/28/2021
531,Online Tuition & Fee Payment System,South Carolina,07/01/2021,07/28/2021
532,Hankin Library Parking Lot and Sidewalk Repaving,Pennsylvania,07/01/2021,07/28/2021
533,Ice Cream,North Carolina,07/01/2021,07/14/2021
534,Seamless Gutter Machine,North Carolina,07/01/2021,07/14/2021
535,Custodial Services for the SRAC Building,North Carolina,07/01/2021,07/14/2021
536,Corrugated Pipe,Tennessee,07/01/2021,07/14/2021
537,Jourdan Rd Terminal Cold Storage Expansion Refrigeration System Supply & Installation,Louisiana,07/01/2021,07/27/2021
538,Carpet Replacement in GSC Suite 012,Pennsylvania,07/01/2021,07/28/2021
539,RFP - A&E Services for Rehabilitation of the RISP Portsmouth Barracks,Rhode Island,07/01/2021,08/02/2021
540,Moving Contractor Service (Multi-Step Bid),Maryland,07/01/2021,07/16/2021
541,Internet Connectivity for home student use,Georgia,07/01/2021,07/14/2021
542,PAINT,Alabama,07/01/2021,07/14/2021
543,Professional Services - District Tree Planting Project,Wisconsin,07/01/2021,07/27/2021
